,titulo,preco,quartos,area
1097,Apartamento - Padrão,2500.0,0.0,42.02
1098,Apartamento - Padrão,1400.0,0.0,77.1
1099,Apartamento Semi Mobiliado no Residencial FLOR DA MATA-Bloco C. 4° pavimento,1700.0,0.0,53.83
1100,Casa Padrão com suite e dois dormitórios. e com lindo acabamento,3100.0,0.0,195.0
1101,Apartamento - Duplex,2500.0,0.0,101.57
1102,Apartamento - Padrão,1400.0,0.0,66.14
1103,Casa Ampla com Piscina no Jardim Pancera - Conforto e Espaço para Toda a Família,6350.0,0.0,419.0
1105,Apartamento - Padrão,1500.0,0.0,65.0
1106,Casa - Padrão,3400.0,0.0,1140.0
1107,Apartamento - Padrão,2900.0,0.0,64.03
1108,Casa - Padrão,4200.0,0.0,462.0
1109,Apartamento - Padrão,1500.0,0.0,63.0
1110,Apartamento Duplex em Excelente localização,2800.0,0.0,203.0
1111,Ampla casa com Piscina localizada no Jardim Pancera,5900.0,0.0,180.0
1112,Apartamento - Padrão,1490.0,0.0,65.0
1113,Apartamento - Padrão,3900.0,0.0,85.0
1114,Casa - Padrão,2200.0,0.0,125.0
1115,Casa - Sobrado,5000.0,0.0,419.0
1116,Apartamento com 1 Demi Suite e 1 quarto. em ótima localização,2200.0,0.0,66.64
1117,Apartamento - Padrão,1600.0,0.0,52.61
1118,Apartamento - Padrão,1250.0,0.0,87.5
1119,Apartamento - Padrão,1500.0,0.0,63.0
1120,Casa - Sobrado,5100.0,0.0,182.84
1121,Apartamento - Padrão,1700.0,0.0,81.8
1122,Apartamento - Padrão,1600.0,0.0,65.22
1125,Apartamento - Padrão,2800.0,0.0,130.0
1126,Casa - Padrão,3600.0,0.0,664.95
1127,More com Conforto: Apartamento com Piscina Aquecida e 3 Quartos,3800.0,0.0,119.66
1128,Apartamento - Padrão,2350.0,0.0,71.61
1129,Apartamento - Padrão,1800.0,0.0,64.98
1130,Sala Comercial com excelente localização - no Edifício Corporativo Toledo - Dom Pedro II,1800.0,0.0,53.0
1131,Comercial - Sala Comercial em Condomínio,2000.0,0.0,82.61
1132,Apartamento - Padrão,2350.0,0.0,130.0
1133,Apartamento - Padrão,1550.0,0.0,88.0
1134,Apartamento - Padrão,1400.0,0.0,55.17
1135,Casa com cozinha planejada e garagem coberta no Jardim Coopagro,1500.0,0.0,76.25
1136,Apartamento - Padrão,4700.0,0.0,130.07
1137,Apartamento - Padrão,1800.0,0.0,64.98
1138,Apartamento - Padrão,1490.0,0.0,65.0
1139,Apartamento com Acesso Separado e Garagem - Em Cima de Ponto Comercial,2500.0,0.0,146.0
1140,Excelente Sala Comercial Nova no centro de Toledo,6000.0,0.0,160.0
1141,Casa - Padrão,4500.0,0.0,404.36
1142,Apartamento - Padrão,1400.0,0.0,73.01
1143,Barracão com excelente estrutura para locação!,6500.0,0.0,410.0
1144,Excelente sala comercial,2200.0,0.0,80.0
1145,Casa - Sobrado,9000.0,0.0,980.0
1146,Apartamento - Padrão,2250.0,0.0,72.0
1147,Comercial Sala Comercial- JJ Muraro Centro,3000.0,0.0,39.56
1148,Apartamento - Padrão,2600.0,0.0,74.4
1149,Apartamento - Padrão,4800.0,0.0,130.0
1150,Apartamento - Padrão,1250.0,0.0,66.31
1151,Oportunidade!,6000.0,0.0,1628.84
1152,Comercial - Imóvel Comercial,6000.0,0.0,175.0
1153,SALA COMERCIAL. EM LOCALIZAÇÃO PREVILEGIADA- VILA PIONEIRA,2800.0,0.0,100.0
1154,Apartamento - Padrão,1700.0,0.0,130.79
1155,Comercial - Sala Comercial,4000.0,0.0,120.0
1156,Casa - Padrão,11900.0,0.0,750.0
1157,Sala Comercial com amplo espaço. no centro de Toledo,3900.0,0.0,210.0
1158,Ótima oportunidade de locação! Casa semi mobiliada no Jardim Pancera. com 1 suíte. 2 dormitórios adicionais. ambientes bem distribuídos e localização privilegiada. Ideal para quem busca conforto e praticidade!,3750.0,0.0,99.99
1159,Sala Comercial eem otima localização- Centro de Toledo,2700.0,0.0,30.0
1160,Apartamento - Padrão,1850.0,0.0,92.0
1161,Comercial - Barracão,9000.0,0.0,640.0
1162,Sobrado novo para locação. com 3 suites. sacadas e com piscina- Jardim Concordia,5600.0,0.0,180.0
1163,Apartamento - Padrão,5000.0,0.0,164.0
1164,Comercial - Barracão,7000.0,0.0,550.0
1165,Sala Comercial com excelente localização proximo a Prefeitura Municipal de Toledo,2800.0,0.0,88.8
1166,Barracão para locação em uma das principais avenidas de Toledo- Avenida Maripá,7400.0,0.0,296.0
1167,Apartamento - Padrão,2400.0,0.0,125.0
1168,Comercial - Barracão,19000.0,0.0,490.0
1169,Apartamento com 1 suite 1 dormitorio e semi mobiliado- Jardim Tocantins,2800.0,0.0,70.0
1170,Apartamento bem localizado. 3 quadras do Lago Municipal!,3800.0,0.0,105.3
1171,Apartamento - Padrão,1800.0,0.0,64.98
1172,Apartamento - Padrão,900.0,0.0,42.76
1173,Apartamento - Flat,2300.0,0.0,42.02
1174,Comercial - Sala Comercial em Condomínio,1800.0,0.0,840.0
1175,Amplo barracão para locação na rua Carlos Barbosa - Loteamento Tocantins,13000.0,0.0,900.0
1176,Comercial - Sala Comercial,10500.0,0.0,610.0
1177,Casa - Sobrado,8000.0,0.0,434.0
1178,Comercial - Sala Comercial,13000.0,0.0,600.0
1179,Barracão com otima localização na Avenida Ministro Cirnei Lima,10000.0,0.0,502.03
1180,Comercial - Barracão,8000.0,0.0,575.0
1181,Casa com dois dormitorios. na Avenida Senador Atilio Fontana-Jardim Panorama,1400.0,0.0,65.0
1182,Apartamento - Padrão,1800.0,0.0,64.98
1183,Comercial - Sala Comercial,10500.0,0.0,800.0
1184,Comercial/Sala Comercial 01 - Comercial - No bairro Centro,5000.0,0.0,360.0
1185,Comercial - Sala Comercial em Condomínio,3000.0,0.0,86.28
1186,Apartamento semi mobiliado no JARDIM ANAPOLIS - VILA INDUSTRIAL,2200.0,0.0,52.53
1187,Comercial - Sala Comercial em Condomínio,1350.0,0.0,75.0
1188,Comercial - Sala Comercial em Condomínio,5300.0,0.0,70.78
1189,Sala Comercial em otima localização- Vila Industriaal,2500.0,0.0,115.0
1190,Comercial - Sala Comercial,6000.0,0.0,240.0
1191,Sala Comercial 01 e 02. ampla com excelente localização,5500.0,0.0,220.0
1192,Terreno - Lote Urbano,2000.0,0.0,810.0
1193,Imóvel comercial com pátio adequado para manobras de veículos pesados e carretas,12000.0,0.0,800.0
1194,Casa - Padrão,1350.0,0.0,250.0
1195,Comercial - Box,2800.0,0.0,72.0
1196,Comercial - Sala Comercial,12700.0,0.0,300.0
1197,Sala Comercial com excelente localização- Jardim Panorama,2400.0,0.0,60.0
1198,Comercial - Sala Comercial,2700.0,0.0,1791.0
1199,Apartamento Novo com uma suite e um dormitório - Vila Industrial,1800.0,0.0,64.98
1200,Galpão com Estrutura Logística Completa: Docas + Amplo Pátio,22000.0,0.0,1200.0
1201,Sala Comercial com amplo espaço no Jardim Panorama,2100.0,0.0,119.2
1202,Comercial/Sala Comercial - Comercial - No bairro Centro,12000.0,0.0,360.0
1203,Apartamento - Padrão,2350.0,0.0,93.89
1204,Comercial - Sala Comercial em Condomínio,2300.0,0.0,75.02
1206,Apartamento com 1 suite 1 dormitorio e semi mobiliado- Jardim Tocantins,2800.0,0.0,70.0
1207,Comercial - Sala Comercial,4000.0,0.0,240.0
1208,Comercial - Sala Comercial,5000.0,0.0,400.0
1209,Sala Nova Comercial SALA 05 - Avenida Maripá,2800.0,0.0,72.0
1210,Comercial - Sala Comercial,4500.0,0.0,1791.0
1211,Apartamento - Padrão,1300.0,0.0,61.67
1212,Comercial - Sala Comercial em Condomínio,2500.0,0.0,64.61
1213,SALA COMERCIAL COM UMA VAGA DE GARAGEM- CENTRO DE TOLEDO,3200.0,0.0,110.18
1214,Comercial - Barracão,4900.0,0.0,415.0
1215,Comercial - Sala Comercial em Condomínio,12000.0,0.0,703.44
1216,Barracão e sala comercial novo com energia fotovoltaica,8100.0,0.0,821.0
1217,Apartamento - Padrão,1800.0,0.0,64.98
1218,EDIFICIO COMERCIAL,50000.0,0.0,1800.0
1219,SALA COMERCIAL NOVA NO CENTRO DE TOLEDO - RUI BARBOSA,4950.0,0.0,110.0
1220,Comercial - Sala Comercial em Condomínio,4000.0,0.0,279.72
1221,Comercial - Sala Comercial em Condomínio,5600.0,0.0,228.83
1222,Terreno - Lote Urbano,2200.0,0.0,588.0
1223,Excelente oportunidade!,5800.0,0.0,386.0
1224,Barracão comercial com excelente localização - Próximo às principais vias de acesso. ideal para empresas. depósitos ou centros de distribuição. Amplo espaço interno e fácil acesso para caminhões,6500.0,0.0,383.0
1225,Barracão para locação a 3 KM da Cirne Lima,8000.0,0.0,31000.0
1226,SALA COMERCIAL COM UMA VAGA DE GARAGEM- CENTRO DE TOLEDO,2990.0,0.0,83.22
1227,Apartamento - Padrão,1800.0,0.0,64.98
1228,Casa - Condomínio,1300.0,0.0,623.0
1229,Comercial - Barracão,0.0,0.0,589.24
1230,SALA COMERCIAL NO CENTRO DE TOLEDO- GALERIA MAURÍCIO,800.0,0.0,56.0
1231,Sala Comercial segundo piso em otima localização. no centro de Toledo,2200.0,0.0,78.0
1232,Comercial - Sala Comercial,8800.0,0.0,124.0
1233,Barracão Novo para locação em Bom Principio ampla sobra de terreno.,5800.0,0.0,480.0
1234,Sala Comercial em otima localização no Jardim Gisela,1700.0,0.0,60.0
1235,Apartamento - Padrão,1850.0,0.0,72.92
1236,Ampla Sala Comercial no Centro com 992mt²,28000.0,0.0,992.0
1237,Comercial - Sala Comercial,12800.0,0.0,1791.0
1238,Sala Comercial próximo ao Lago municipal com estrutura completa para diversos segmentos.,27000.0,0.0,700.0
1239,Comercial - Sala Comercial,1000.0,0.0,30.0
1240,Comercial - Sala Comercial,5700.0,0.0,240.0
1241,Sala Comercial com otima localização no jardim Coopagro,2050.0,0.0,95.0
1242,Casa com dois dormitorios. na Avenida Senador Atilio Fontana-Jardim Panorama,1350.0,0.0,64.0
1243,Comercial - Sala Comercial,2800.0,0.0,1791.0
1244,Comercial - Sala Comercial,5000.0,0.0,31.0
1245,Apartamento - Padrão,1300.0,0.0,60.0
1246,Comercial - Box,1950.0,0.0,60.0
1247,Apartamento - Padrão,3450.0,0.0,141.86
1248,Oportunidade!,5800.0,0.0,400.0
1249,Comercial - Sala Comercial em Condomínio,9800.0,0.0,267.54
1250,Barracão com amplo espaço. localizado na Avenida São João,10800.0,0.0,480.0
1251,Comercial - Sala Comercial em Condomínio,9900.0,0.0,223.5
1252,Comercial - Sala Comercial em Condomínio,2800.0,0.0,90.51
1253,Comercial - Imóvel Comercial,5750.0,0.0,320.0
1254,Sala Comercial - Piratini,10500.0,0.0,200.0
1255,Sala Comercial em otima localização. no Jardim Tocantins,1100.0,0.0,21.97
1256,Comercial - Sala Comercial,4500.0,0.0,1320.0
1257,Sala Comercial com Excelente Localização- localizada na Avenida Ministro Cirnei Lima 1773,3500.0,0.0,110.0
1258,Comercial - Sala Comercial,5950.0,0.0,1791.0
1259,SALAS COMERCIAIS DISPONÍVEIS PARA LOCAÇÃO Visibilidade e localização estratégica para o seu negócio! LOCALIZADA na Av. Min. Cirne Lima. próximo ao SAMU - 23 vagas de estacionamento exclusivas para clientes - Alto fluxo de veículos e pedestres,17800.0,0.0,356.19
1260,Comercial - Sala Comercial,5000.0,0.0,200.0
1261,Comercial - Sala Comercial,2200.0,0.0,51.8
1262,Terreno - Lote Urbano,16000.0,0.0,16056.8
1263,Sala Comercial com 3 pavimentos em área nobre,30000.0,0.0,842.64
1264,Comercial - Sala Comercial,2550.0,0.0,1791.0
1265,Comercial - Sala Comercial,1900.0,0.0,80.0
1266,Comercial - Sala Comercial,21100.0,0.0,1791.0
1267,Comercial - Sala Comercial em Condomínio,8500.0,0.0,191.85
1268,SALAS COMERCIAIS DISPONÍVEIS PARA LOCAÇÃO Visibilidade e localização estratégica para o seu negócio! LOCALIZADA na Av. Min. Cirne Lima. próximo ao SAMU - 23 vagas de estacionamento exclusivas para clientes - Alto fluxo de veículos e pedestres,21432.0,0.0,428.64
1269,Comercial - Sala Comercial em Condomínio,1500.0,0.0,128.95
1270,SALAS COMERCIAIS DISPONÍVEIS PARA LOCAÇÃO Visibilidade e localização estratégica para o seu negócio! LOCALIZADAS na Av. Min. Cirne Lima. próximo ao SAMU. 23 vagas de estacionamento exclusivas para clientes. Alto fluxo de veículos e pedestres,83920.0,0.0,1658.22
1271,Comercial/Sala Comercial - Comercial - No bairro Centro,12000.0,0.0,1530.0
1272,SALAS COMERCIAIS DISPONÍVEIS PARA LOCAÇÃO Visibilidade e localização estratégica para o seu negócio! LOCALIZADA na Av. Min. Cirne Lima. próximo ao SAMU - 23 vagas de estacionamento exclusivas para clientes - Alto fluxo de veículos e pedestres,18650.0,0.0,372.94
1273,Sala Comercial na Avenida Barão do Rio Branco,2500.0,0.0,90.0
1274,Ponto Comercial com excelente localização na Avenida Maripá,2640.0,0.0,28.0
1275,Apartamento com 1 suite e mais 1 dormitório. com moveis planejados em todos os ambientes,2500.0,0.0,68.11
1276,SALA COMERCIAL NOVA NO CENTRO DE TOLEDO - RUI BARBOSA,9000.0,0.0,220.0
1277,Sala comercial para alugar no jardim são francisco,1600.0,0.0,263.0
1278,Apartamento - Padrão,3500.0,0.0,130.0
1279,Comercial - Sala Comercial em Condomínio,2600.0,0.0,63.52
1280,Comercial - Sala Comercial em Condomínio,2300.0,0.0,75.02
1281,Sala Comercial Nova com excelente localização na Vila Pioneira,4500.0,0.0,220.0
1282,Excelente Sala Comercial com Salão para Reuniões e Eventos,12960.0,0.0,700.0
1283,Sala Nova Comercial SALA 02 - Avenida Maripá,3000.0,0.0,81.0
1284,Comercial - Sala Comercial,18000.0,0.0,700.0
1285,Terreno - Lote Urbano,7500.0,0.0,5352.26
1286,Sala Comercial em uma das principais vias da cidade,45000.0,0.0,1101.83
1287,Terreno - Lote Urbano,7500.0,0.0,5352.26
1288,Comercial/Sala Comercial - Comercial - No bairro Centro,8000.0,0.0,360.0
1289,SALAS COMERCIAIS DISPONÍVEIS PARA LOCAÇÃO Visibilidade e localização estratégica para o seu negócio! LOCALIZADA na Av. Min. Cirne Lima. próximo ao SAMU - 23 vagas de estacionamento exclusivas para clientes - Alto fluxo de veículos e pedestres,22530.0,0.0,450.45
1290,Sala Comercial na Avenida Barão do Rio Branco,2500.0,0.0,90.0
1291,Terreno - Lote Urbano,850.0,0.0,516.74
1292,Comercial - Sala Comercial em Condomínio,2450.0,0.0,1318.4
1293,Área para locação com localização privilegiada,5000.0,0.0,3334.65
1294,SALA COMERCIAL NOVA NO CENTRO DE TOLEDO- Almirante Barroso,4800.0,0.0,220.0
1295,Apartamento - Padrão,2300.0,0.0,69.65
1296,Sala Comercial anexo ao Primato do jardim Panorama,3300.0,0.0,60.0
1297,Barracão Avenida Maripa com sobra de terreno,6500.0,0.0,300.0
1298,Comercial - Sala Comercial em Condomínio,2950.0,0.0,56.1
1299,Comercial - Sala Comercial,5000.0,0.0,200.0
1300,Terreno - Lote Urbano,7500.0,0.0,5352.26
1301,Comercial - Sala Comercial em Condomínio,2800.0,0.0,12.9
1302,Clínica para Locação - Ideal para Consultórios Médicos e da Saúde,7500.0,0.0,80.0
1303,SALA COMERCIAL NOVA NO CENTRO DE TOLEDO - RUI BARBOSA,4950.0,0.0,110.0
1304,Comercial - Sala Comercial em Condomínio,1500.0,0.0,52.0
1305,Comercial - Sala Comercial em Condomínio,2800.0,0.0,11.14
1307,Sala Comercial em excelente localização- Avenida Parigot de Souza,18000.0,0.0,500.0
1308,Barracão Comercial em otima localização - Avenida Barão do Rio Branco,6600.0,0.0,400.0
1309,"Sobrado à venda, Centro, TOLEDO - PR",10900.0,3.0,490.0
1311,"Sobrado para venda e locação, no Jardim Pancera, com uma suíte e mais dois quartos, piscina,",5000.0,2.0,172.0
1312,"Casa para locação e venda com 03 quartos e piscina, Vila Becker, TOLEDO - PR",4200.0,3.0,203.0
1313,Apartamento semi-mobiliado  à venda e locação no  Centro de Toledo,2850.0,2.0,233.33
1333,"Apartamento com 3 dormitórios à venda,108m , Centro, TOLEDO - PR",4800.0,2.0,200.0
1336,"Sobrado com 3 dormitórios para locação com piscina, Centro, TOLEDO - PR",3900.0,2.0,170.0
1338,"Apartamento com 3 dormitórios para locação,216.99 m , TOLEDO - PR",3600.0,2.0,216.99
1342,"Sobrado com 3 dormitórios para locação,1065.40 m , TOLEDO - PR",3350.0,2.0,1065.4
1345,"Casa com 3 dormitórios para locação,450.00 m , Jardim Pancera, TOLEDO - PR",3000.0,2.0,450.0
1346,"Apartamento com 2 dormitórios para locação,90.72 m , TOLEDO - PR",3000.0,1.0,90.72
1347,"Apartamento com 3 dormitórios para locação, Centro, TOLEDO - PR",3000.0,2.0,140.0
1348,"Apartamento com 3 dormitórios para locação, Centro, TOLEDO - PR",3000.0,2.0,140.0
1361,"Casa para locação com 02 quartos e suite, Jardim Anápolis, TOLEDO - PR",2600.0,2.0,132.0
1364,"Apartamento para locação com 02 quartos, Vila Industrial, TOLEDO - PR",2500.0,2.0,80.0
1365,"Apartamento para locação com 02 quartos e cozinha, Vila Industrial, TOLEDO - PR",2500.0,2.0,70.0
1372,"Apartamento Mobiliado para locação, Vila Becker, TOLEDO - PR",2150.0,2.0,74.0
1375,"Apartamento para locação com 02 quartos, Jardim La Salle, TOLEDO - PR",2000.0,2.0,63.76
1377,"Casa para locação com 03 quartos, Vila Industrial, TOLEDO - PR",1900.0,3.0,95.0
1378,"Apartamento para locação, Jardim Porto Alegre, TOLEDO - PR",1900.0,2.0,58.0
1381,"Apartamento para locação, Vila Industrial, com condomínio incluso, TOLEDO - PR",1800.0,2.0,57.45
1383,"Apartamento com 1 dormitório para alugar, Centro Toledo/PR",1650.0,1.0,55.65
1384,"Casa para locação, Jardim Concórdia, TOLEDO - PR",1650.0,2.0,54.96
1385,Casa Semi Mobiliada com 02 quartos - 01 Bwc - Sala e cozinha integradas -,1600.0,2.0,103.0
1386,"Casa com 2 dormitórios para locação,135.00 m , Vila Operária, TOLEDO - PR",1600.0,1.0,135.0
1387,Apartamento com 02 quartos na Vila Industrial,1600.0,2.0,70.53
1388,"Casa com 2 dormitórios para alugar, 57 m² - Coopagro - Toledo/PR",1500.0,2.0,70.0
1389,"Casa com 2 dormitórios para alugar, 49 m²  - Vila Industrial",1500.0,2.0,83.73
1390,"Apartamento com 2 dormitórios para locação,76.00 m , TOLEDO - PR",1500.0,2.0,76.0
1394,"Apartamento para locação, Jardim Coopagro, TOLEDO - PR",1300.0,2.0,78.8
1396,"Casa com 2 dormitórios para locação, Jardim Alto Alegre, TOLEDO - PR",1300.0,1.0,55.0
1397,Apartamento com 2 quartos e ótima localização no Jardim Pancera - Toledo|PR,1200.0,2.0,83.47
1398,"Apartamento com 2 dormitórios, Jardim La Salle, TOLEDO - PR",1200.0,2.0,50.0
1400,"Apartamento com 2 dormitórios para alugar, Vila Industrial",1100.0,2.0,54.0
1401,"Apartamento com 2 dormitórios para alugar, 53 m²  - Panorama TOLEDO - PR",1050.0,2.0,58.85
1402,"Apartamento com 1 dormitório para alugar, 40 m² , Biopark - TOLEDO - PR",950.0,1.0,62.0
1404,Apartamento com 2 dormitórios para alugar - Vila Becker - Tole,950.0,2.0,60.0
